timestamp,open,high,low,close,volume
2025-05-19 03:45:00,370.0,386.15,333.7,370.0,72600
2025-05-19 03:50:00,368.4,386.25,357.95,383.7,40500
2025-05-19 03:55:00,383.7,383.7,358.05,362.85,18075
2025-05-19 04:00:00,362.85,390.0,362.85,375.05,29775
2025-05-19 04:05:00,374.0,376.3,346.75,349.7,18975
2025-05-19 04:10:00,349.7,367.45,345.0,355.65,22200
2025-05-19 04:15:00,355.5,363.3,344.35,359.4,11100
2025-05-19 04:20:00,360.05,367.5,351.5,359.6,20475
2025-05-19 04:25:00,359.6,359.75,345.9,354.1,23175
2025-05-19 04:30:00,354.0,367.0,345.0,366.0,15975
2025-05-19 04:35:00,366.0,373.75,360.75,373.75,14025
2025-05-19 04:40:00,371.85,382.25,369.45,375.6,9675
2025-05-19 04:45:00,375.6,392.65,369.6,372.85,26925
2025-05-19 04:50:00,372.85,388.0,372.4,388.0,8250
2025-05-19 04:55:00,388.45,391.2,363.2,368.9,11175
2025-05-19 05:00:00,368.9,381.45,365.0,370.35,13650
2025-05-19 05:05:00,370.0,373.95,363.3,363.3,7350
2025-05-19 05:10:00,363.3,371.6,359.25,363.45,9525
2025-05-19 05:15:00,362.0,370.0,361.15,369.1,7650
2025-05-19 05:20:00,369.1,379.35,367.75,376.95,7200
2025-05-19 05:25:00,376.95,380.9,374.65,377.0,16425
2025-05-19 05:30:00,377.0,381.55,372.0,381.55,7425
2025-05-19 05:35:00,382.55,383.0,377.6,381.5,4425
2025-05-19 05:40:00,381.5,381.5,372.0,372.0,4200
2025-05-19 05:45:00,374.05,382.0,369.3,380.55,7800
2025-05-19 05:50:00,380.55,380.55,369.0,370.0,3975
2025-05-19 05:55:00,370.0,372.0,365.95,369.25,3225
2025-05-19 06:00:00,369.25,373.65,364.85,365.0,5850
2025-05-19 06:05:00,365.85,371.3,364.0,365.8,2925
2025-05-19 06:10:00,367.05,370.6,361.8,361.8,11550
2025-05-19 06:15:00,361.8,364.15,359.0,359.0,8400
2025-05-19 06:20:00,356.55,368.35,356.55,364.85,8475
2025-05-19 06:25:00,364.85,364.85,353.85,355.55,4575
2025-05-19 06:30:00,355.35,355.35,342.5,346.3,19275
2025-05-19 06:35:00,347.8,354.7,347.8,349.5,24000
2025-05-19 06:40:00,349.5,352.8,346.2,351.0,21750
2025-05-19 06:45:00,350.0,356.1,340.9,355.95,19425
2025-05-19 06:50:00,356.0,360.25,354.95,358.0,11550
2025-05-19 06:55:00,358.35,362.4,353.45,355.8,9225
2025-05-19 07:00:00,355.8,361.35,354.15,359.25,7350
2025-05-19 07:05:00,359.95,359.95,352.7,354.55,5625
2025-05-19 07:10:00,354.55,357.0,353.8,355.15,5475
2025-05-19 07:15:00,355.15,359.45,351.45,353.85,6000
2025-05-19 07:20:00,353.85,361.0,352.8,360.5,3975
2025-05-19 07:25:00,360.5,362.5,357.0,357.9,3675
2025-05-19 07:30:00,357.9,362.0,342.85,348.8,12375
2025-05-19 07:35:00,348.8,350.6,339.0,339.5,8700
2025-05-19 07:40:00,339.5,344.15,338.8,343.35,9975
2025-05-19 07:45:00,343.35,348.35,339.45,344.7,10950
2025-05-19 07:50:00,344.7,352.45,343.95,347.35,9525
2025-05-19 07:55:00,347.35,347.7,341.3,343.2,6300
2025-05-19 08:00:00,341.4,345.1,334.9,337.75,8325
2025-05-19 08:05:00,337.2,338.65,334.9,338.5,2475
2025-05-19 08:10:00,338.5,341.4,328.8,334.4,13200
2025-05-19 08:15:00,334.15,334.85,329.85,333.65,10800
2025-05-19 08:20:00,332.9,338.75,329.0,336.0,12750
2025-05-19 08:25:00,336.0,337.05,329.05,329.05,4800
2025-05-19 08:30:00,329.05,329.05,309.65,314.95,57900
2025-05-19 08:35:00,314.95,317.0,304.4,310.3,68850
2025-05-19 08:40:00,310.35,312.0,293.6,305.9,53550
2025-05-19 08:45:00,305.0,316.1,303.0,313.8,47850
2025-05-19 08:50:00,314.65,314.65,304.3,307.1,26700
2025-05-19 08:55:00,307.1,311.05,300.6,304.45,33450
2025-05-19 09:00:00,304.7,309.35,299.95,309.35,19425
2025-05-19 09:05:00,309.05,310.2,301.45,302.85,13050
2025-05-19 09:10:00,302.85,312.0,302.85,308.0,16050
2025-05-19 09:15:00,308.3,309.65,294.05,300.3,34725
2025-05-19 09:20:00,301.95,304.85,295.6,297.0,17175
2025-05-19 09:25:00,298.0,303.75,297.75,302.05,36825
2025-05-19 09:30:00,302.7,316.2,302.5,307.4,80550
2025-05-19 09:35:00,307.75,310.95,298.75,301.5,50775
2025-05-19 09:40:00,301.75,306.65,300.35,303.6,23100
2025-05-19 09:45:00,304.6,305.55,299.5,303.4,25125
2025-05-19 09:50:00,304.1,307.15,302.45,302.9,33600
2025-05-19 09:55:00,302.85,304.95,295.0,297.5,51525
2025-05-20 03:45:00,323.95,339.45,322.3,324.2,182925
2025-05-20 03:50:00,322.35,324.45,302.05,313.4,112725
2025-05-20 03:55:00,313.4,315.5,296.75,298.95,90225
2025-05-20 04:00:00,298.3,308.65,291.05,296.7,116175
2025-05-20 04:05:00,297.9,308.8,294.55,306.45,84825
2025-05-20 04:10:00,304.6,304.6,286.55,288.7,101175
2025-05-20 04:15:00,290.0,290.0,274.25,282.4,110550
2025-05-20 04:20:00,280.3,286.85,267.0,273.8,140625
2025-05-20 04:25:00,274.1,284.0,271.85,282.25,127500
2025-05-20 04:30:00,282.25,283.6,274.05,281.85,76800
2025-05-20 04:35:00,281.05,288.55,276.3,282.3,105900
2025-05-20 04:40:00,282.3,285.95,272.3,282.0,51450
2025-05-20 04:45:00,282.0,282.9,268.6,275.0,71550
2025-05-20 04:50:00,275.9,278.0,273.85,275.75,38175
2025-05-20 04:55:00,275.95,282.0,271.6,273.95,37650
2025-05-20 05:00:00,275.0,282.25,273.05,281.85,46500
2025-05-20 05:05:00,280.95,301.9,280.15,300.3,178500
2025-05-20 05:10:00,300.3,305.0,294.25,301.0,72525
2025-05-20 05:15:00,299.15,323.15,299.15,314.2,185625
2025-05-20 05:20:00,314.0,316.25,299.25,301.0,77250
2025-05-20 05:25:00,300.9,307.65,293.4,307.65,58575
2025-05-20 05:30:00,307.3,315.0,298.55,305.2,85800
2025-05-20 05:35:00,305.05,310.35,303.0,306.9,42300
2025-05-20 05:40:00,306.9,306.9,295.8,302.2,93450
2025-05-20 05:45:00,300.7,300.75,283.95,287.9,75225
2025-05-20 05:50:00,289.5,289.5,280.65,285.05,55425
2025-05-20 05:55:00,284.5,292.5,281.85,283.45,52650
2025-05-20 06:00:00,283.0,287.65,275.4,287.65,76575
2025-05-20 06:05:00,287.0,290.7,277.7,278.55,52725
2025-05-20 06:10:00,277.85,279.7,265.0,271.55,110475
2025-05-20 06:15:00,270.75,277.8,267.35,273.55,67725
2025-05-20 06:20:00,272.9,278.9,257.0,267.85,90525
2025-05-20 06:25:00,267.0,268.0,257.95,266.0,77700
2025-05-20 06:30:00,266.0,270.7,262.25,263.4,110025
2025-05-20 06:35:00,263.0,274.0,261.4,271.15,68700
2025-05-20 06:40:00,272.25,272.25,256.85,257.5,80250
2025-05-20 06:45:00,259.4,263.95,255.2,258.65,56850
2025-05-20 06:50:00,259.3,264.6,257.85,260.65,71250
2025-05-20 06:55:00,260.0,263.9,255.95,260.25,53625
2025-05-20 07:00:00,261.0,267.55,257.2,263.0,68025
2025-05-20 07:05:00,263.0,264.6,261.05,261.05,46950
2025-05-20 07:10:00,261.7,265.0,257.45,261.55,35250
2025-05-20 07:15:00,261.85,262.35,245.05,247.7,78675
2025-05-20 07:20:00,247.9,251.45,236.6,238.1,164550
2025-05-20 07:25:00,238.2,241.0,226.9,233.0,220800
2025-05-20 07:30:00,234.65,238.1,230.65,232.9,90000
2025-05-20 07:35:00,233.7,239.25,227.0,227.4,158700
2025-05-20 07:40:00,228.75,234.55,222.6,225.15,112425
2025-05-20 07:45:00,226.05,226.65,210.7,212.65,141900
2025-05-20 07:50:00,212.05,220.6,211.35,216.05,122625
2025-05-20 07:55:00,216.05,221.8,214.6,216.2,67650
2025-05-20 08:00:00,216.25,220.85,213.35,215.75,66000
2025-05-20 08:05:00,214.25,215.55,209.0,212.5,77850
2025-05-20 08:10:00,212.2,214.95,204.65,209.5,124875
2025-05-20 08:15:00,208.65,214.0,205.5,211.95,128475
2025-05-20 08:20:00,212.8,216.35,211.0,211.0,80475
2025-05-20 08:25:00,211.0,212.15,207.45,208.75,48975
2025-05-20 08:30:00,208.75,209.0,199.0,201.2,145425
2025-05-20 08:35:00,201.4,201.5,191.15,194.4,97800
2025-05-20 08:40:00,194.4,197.7,192.1,194.8,57525
2025-05-20 08:45:00,195.25,197.85,190.9,192.75,53850
2025-05-20 08:50:00,192.3,193.4,182.95,186.55,145125
2025-05-20 08:55:00,186.55,186.6,181.95,184.35,114000
2025-05-20 09:00:00,184.15,186.65,182.15,185.4,139950
2025-05-20 09:05:00,186.35,186.75,182.15,186.0,101475
2025-05-20 09:10:00,185.75,185.8,171.35,172.4,174675
2025-05-20 09:15:00,172.9,180.0,172.15,176.55,227025
2025-05-20 09:20:00,176.65,178.75,175.0,175.75,192375
2025-05-20 09:25:00,175.7,177.7,172.1,172.35,150000
2025-05-20 09:30:00,173.3,183.6,172.35,175.95,114975
2025-05-20 09:35:00,175.95,177.75,172.25,177.75,59550
2025-05-20 09:40:00,177.8,185.2,176.4,180.45,150750
2025-05-20 09:45:00,179.95,182.7,176.0,178.45,159075
2025-05-20 09:50:00,177.95,181.1,177.0,178.55,103350
2025-05-20 09:55:00,178.4,183.95,178.25,181.0,93900
2025-05-21 03:45:00,188.4,188.4,164.55,171.5,321375
2025-05-21 03:50:00,171.45,181.25,169.0,172.35,247725
2025-05-21 03:55:00,172.35,188.8,168.4,183.35,145950
2025-05-21 04:00:00,182.55,208.5,179.0,207.55,169500
2025-05-21 04:05:00,207.55,224.15,200.0,223.3,222375
2025-05-21 04:10:00,222.4,230.55,213.7,216.25,170625
2025-05-21 04:15:00,217.1,240.95,216.75,234.2,218400
2025-05-21 04:20:00,234.5,247.6,228.75,243.7,196350
2025-05-21 04:25:00,242.5,244.2,224.8,232.05,159300
2025-05-21 04:30:00,232.05,244.5,228.0,239.6,100575
2025-05-21 04:35:00,239.6,257.75,236.5,257.6,229050
2025-05-21 04:40:00,257.15,265.45,252.55,263.6,195075
2025-05-21 04:45:00,264.6,289.0,264.4,283.2,334125
2025-05-21 04:50:00,283.6,296.65,283.5,292.0,378825
2025-05-21 04:55:00,292.0,297.45,275.0,281.75,252225
2025-05-21 05:00:00,282.25,291.55,282.0,290.95,145800
2025-05-21 05:05:00,290.95,313.95,290.9,303.3,311925
2025-05-21 05:10:00,303.3,310.7,289.55,292.75,195675
2025-05-21 05:15:00,293.25,295.85,285.6,295.85,124650
2025-05-21 05:20:00,296.0,299.7,283.25,285.35,104925
2025-05-21 05:25:00,285.35,292.9,280.35,282.75,69000
2025-05-21 05:30:00,283.0,285.2,261.5,262.1,190650
2025-05-21 05:35:00,262.55,276.55,248.55,276.05,215475
2025-05-21 05:40:00,275.15,284.8,264.35,267.1,144825
2025-05-21 05:45:00,266.1,278.0,265.0,274.45,81450
